country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year,overall score,government integrity,labor freedom,financial freedom, gdp_for_year ($) ,gdp_per_capita ($),generation
Czech Republic,2013,female,75+ years,36,459282,7.84,0.868,70.9,44,85.5,80,"209,402,444,996",21073,Silent
Czech Republic,2013,male,15-24 years,108,586871,18.4,0.868,70.9,44,85.5,80,"209,402,444,996",21073,Millenials
Czech Republic,2013,male,25-34 years,168,773130,21.73,0.868,70.9,44,85.5,80,"209,402,444,996",21073,Millenials
Czech Republic,2013,male,35-54 years,485,1556338,31.16,0.868,70.9,44,85.5,80,"209,402,444,996",21073,Generation X
Czech Republic,2013,male,5-14 years,5,510895,0.98,0.868,70.9,44,85.5,80,"209,402,444,996",21073,Generation Z
Czech Republic,2013,male,55-74 years,399,1188011,33.59,0.868,70.9,44,85.5,80,"209,402,444,996",21073,Boomers
Czech Republic,2013,male,75+ years,129,252532,51.08,0.868,70.9,44,85.5,80,"209,402,444,996",21073,Silent
Denmark,2013,female,15-24 years,12,350607,3.42,0.931,75.3,92,86,80,"343,584,385,594",64831,Millenials
Denmark,2013,female,25-34 years,16,322819,4.96,0.931,75.3,92,86,80,"343,584,385,594",64831,Millenials
Denmark,2013,female,35-54 years,54,775088,6.97,0.931,75.3,92,86,80,"343,584,385,594",64831,Generation X
Denmark,2013,female,5-14 years,1,324362,0.31,0.931,75.3,92,86,80,"343,584,385,594",64831,Generation Z
Denmark,2013,female,55-74 years,52,658936,7.89,0.931,75.3,92,86,80,"343,584,385,594",64831,Boomers
Denmark,2013,female,75+ years,25,243880,10.25,0.931,75.3,92,86,80,"343,584,385,594",64831,Silent
Denmark,2013,male,15-24 years,23,367000,6.27,0.931,75.3,92,86,80,"343,584,385,594",64831,Millenials
Denmark,2013,male,25-34 years,33,328192,10.06,0.931,75.3,92,86,80,"343,584,385,594",64831,Millenials
Denmark,2013,male,35-54 years,174,785198,22.16,0.931,75.3,92,86,80,"343,584,385,594",64831,Generation X
Denmark,2013,male,5-14 years,1,339830,0.29,0.931,75.3,92,86,80,"343,584,385,594",64831,Generation Z
Denmark,2013,male,55-74 years,157,637775,24.62,0.931,75.3,92,86,80,"343,584,385,594",64831,Boomers
Denmark,2013,male,75+ years,62,166011,37.35,0.931,75.3,92,86,80,"343,584,385,594",64831,Silent
Estonia,2013,female,15-24 years,2,73430,2.72,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Millenials
Estonia,2013,female,25-34 years,2,91438,2.19,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Millenials
Estonia,2013,female,35-54 years,13,181855,7.15,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Generation X
Estonia,2013,female,5-14 years,0,64312,0,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Generation Z
Estonia,2013,female,55-74 years,12,172334,6.96,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Boomers
Estonia,2013,female,75+ years,18,82614,21.79,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Silent
Estonia,2013,male,15-24 years,15,78163,19.19,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Millenials
Estonia,2013,male,25-34 years,22,96869,22.71,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Millenials
Estonia,2013,male,35-54 years,52,178072,29.2,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Generation X
Estonia,2013,male,5-14 years,1,68210,1.47,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Generation Z
Estonia,2013,male,55-74 years,58,123698,46.89,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Boomers
Estonia,2013,male,75+ years,23,32101,71.65,0.862,77.2,69,57.2,80,"25,137,153,149",20221,Silent
Finland,2013,female,15-24 years,31,321757,9.63,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Millenials
Finland,2013,female,25-34 years,31,334557,9.27,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Millenials
Finland,2013,female,35-54 years,72,690084,10.43,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Generation X
Finland,2013,female,5-14 years,1,288186,0.35,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Generation Z
Finland,2013,female,55-74 years,69,693297,9.95,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Boomers
Finland,2013,female,75+ years,17,289147,5.88,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Silent
Finland,2013,male,15-24 years,68,335688,20.26,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Millenials
Finland,2013,male,25-34 years,131,353828,37.02,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Millenials
Finland,2013,male,35-54 years,194,710389,27.31,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Generation X
Finland,2013,male,5-14 years,1,301477,0.33,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Generation Z
Finland,2013,male,55-74 years,216,647538,33.36,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Boomers
Finland,2013,male,75+ years,56,169485,33.04,0.912,72.6,89,53.7,80,"269,980,111,643",52572,Silent
Germany,2013,female,15-24 years,111,4259808,2.61,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Millenials
Germany,2013,female,25-34 years,188,4928834,3.81,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Millenials
Germany,2013,female,35-54 years,808,11835769,6.83,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Generation X
Germany,2013,female,5-14 years,12,3529729,0.34,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Generation Z
Germany,2013,female,55-74 years,875,9995322,8.75,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Boomers
Germany,2013,female,75+ years,641,4984061,12.86,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Silent
Germany,2013,male,15-24 years,391,4474441,8.74,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Millenials
Germany,2013,male,25-34 years,739,5060529,14.6,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Millenials
Germany,2013,male,35-54 years,2423,12049310,20.11,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Generation X
Germany,2013,male,5-14 years,6,3723771,0.16,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Generation Z
Germany,2013,male,55-74 years,2379,9314147,25.54,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Boomers
Germany,2013,male,75+ years,1518,3115267,48.73,0.928,74.4,79,50.6,70,"3,752,513,503,278",48563,Silent
Greece,2013,female,15-24 years,4,564219,0.71,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Millenials
Greece,2013,female,25-34 years,19,716209,2.65,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Millenials
Greece,2013,female,35-54 years,37,1630105,2.27,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Generation X
Greece,2013,female,5-14 years,1,524573,0.19,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Generation Z
Greece,2013,female,55-74 years,34,1270384,2.68,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Boomers
Greece,2013,female,75+ years,13,659686,1.97,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Silent
Greece,2013,male,15-24 years,25,585990,4.27,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Millenials
Greece,2013,male,25-34 years,55,737922,7.45,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Millenials
Greece,2013,male,35-54 years,152,1572683,9.67,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Generation X
Greece,2013,male,5-14 years,0,549292,0,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Generation Z
Greece,2013,male,55-74 years,141,1144571,12.32,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Boomers
Greece,2013,male,75+ years,52,475655,10.93,0.856,53.2,43,50.2,40,"239,862,011,450",22994,Silent
Iceland,2013,female,15-24 years,0,22970,0,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Millenials
Iceland,2013,female,25-34 years,3,22445,13.37,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Millenials
Iceland,2013,female,35-54 years,5,42524,11.76,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Generation X
Iceland,2013,female,5-14 years,0,21275,0,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Generation Z
Iceland,2013,female,55-74 years,3,29831,10.06,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Boomers
Iceland,2013,female,75+ years,3,10950,27.4,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Silent
Iceland,2013,male,15-24 years,5,24215,20.65,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Millenials
Iceland,2013,male,25-34 years,7,23318,30.02,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Millenials
Iceland,2013,male,35-54 years,12,42535,28.21,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Generation X
Iceland,2013,male,5-14 years,0,22051,0,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Generation Z
Iceland,2013,male,55-74 years,6,29974,20.02,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Boomers
Iceland,2013,male,75+ years,5,8368,59.75,0.92,73.3,79,61.6,60,"15,548,321,544",51749,Silent
Italy,2013,female,15-24 years,49,2892351,1.69,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Millenials
Italy,2013,female,25-34 years,66,3469280,1.9,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Millenials
Italy,2013,female,35-54 years,335,9372465,3.57,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Generation X
Italy,2013,female,5-14 years,4,2752044,0.15,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Generation Z
Italy,2013,female,55-74 years,333,7290449,4.57,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Boomers
Italy,2013,female,75+ years,181,3943123,4.59,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Silent
Italy,2013,male,15-24 years,147,3051918,4.82,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Millenials
Italy,2013,male,25-34 years,342,3500820,9.77,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Millenials
Italy,2013,male,35-54 years,1162,9207071,12.62,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Generation X
Italy,2013,male,5-14 years,7,2915569,0.24,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Generation Z
Italy,2013,male,55-74 years,1039,6636981,15.65,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Boomers
Italy,2013,male,75+ years,625,2471260,25.29,0.876,61.2,43,53,60,"2,130,491,320,659",37050,Silent
Japan,2013,female,15-24 years,467,5834000,8,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Millenials
Japan,2013,female,25-34 years,850,6913000,12.3,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Millenials
Japan,2013,female,35-54 years,2242,16974000,13.21,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Generation X
Japan,2013,female,5-14 years,34,5398000,0.63,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Generation Z
Japan,2013,female,55-74 years,2604,17279000,15.07,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Boomers
Japan,2013,female,75+ years,1713,9588000,17.87,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Silent
Japan,2013,male,15-24 years,1242,6143000,20.22,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Millenials
Japan,2013,male,25-34 years,2178,7186000,30.31,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Millenials
Japan,2013,male,35-54 years,6333,17367000,36.47,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Generation X
Japan,2013,male,5-14 years,58,5666000,1.02,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Generation Z
Japan,2013,male,55-74 years,5908,16202000,36.46,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Boomers
Japan,2013,male,75+ years,2362,5964000,39.6,0.899,73.1,76,83.9,60,"5,155,717,056,271",42781,Silent
Kazakhstan,2013,female,15-24 years,182,1405609,12.95,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,25-34 years,136,1451026,9.37,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,35-54 years,193,2289754,8.43,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Generation X
Kazakhstan,2013,female,5-14 years,27,1246955,2.17,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Generation Z
Kazakhstan,2013,female,55-74 years,89,1228388,7.25,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Boomers
Kazakhstan,2013,female,75+ years,48,307080,15.63,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Silent
Kazakhstan,2013,male,15-24 years,449,1429864,31.4,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Millenials
Kazakhstan,2013,male,25-34 years,733,1425587,51.42,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Millenials
Kazakhstan,2013,male,35-54 years,1142,2098964,54.41,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Generation X
Kazakhstan,2013,male,5-14 years,42,1313549,3.2,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Generation Z
Kazakhstan,2013,male,55-74 years,393,878598,44.73,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Boomers
Kazakhstan,2013,male,75+ years,78,140008,55.71,0.788,63.6,29,82.7,50,"236,634,552,078",15552,Silent
Kyrgyzstan,2013,female,15-24 years,37,559784,6.61,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,female,25-34 years,19,472177,4.02,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,female,35-54 years,18,655531,2.75,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Generation X
Kyrgyzstan,2013,female,5-14 years,11,519911,2.12,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Generation Z
Kyrgyzstan,2013,female,55-74 years,8,271112,2.95,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Boomers
Kyrgyzstan,2013,female,75+ years,4,68456,5.84,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Silent
Kyrgyzstan,2013,male,15-24 years,74,575574,12.86,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,25-34 years,84,476515,17.63,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,35-54 years,126,619074,20.35,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Generation X
Kyrgyzstan,2013,male,5-14 years,21,539750,3.89,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Generation Z
Kyrgyzstan,2013,male,55-74 years,39,214859,18.15,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Boomers
Kyrgyzstan,2013,male,75+ years,5,39457,12.67,0.658,59.6,21,88.6,50,"7,335,027,592",1463,Silent
Latvia,2013,female,15-24 years,2,113955,1.76,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Millenials
Latvia,2013,female,25-34 years,6,137922,4.35,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Millenials
Latvia,2013,female,35-54 years,19,291387,6.52,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Generation X
Latvia,2013,female,5-14 years,0,94300,0,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Generation Z
Latvia,2013,female,55-74 years,23,276381,8.32,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Boomers
Latvia,2013,female,75+ years,11,128209,8.58,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Silent
Latvia,2013,male,15-24 years,17,120698,14.08,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Millenials
Latvia,2013,male,25-34 years,53,143497,36.93,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Millenials
Latvia,2013,male,35-54 years,128,270844,47.26,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Generation X
Latvia,2013,male,5-14 years,1,98867,1.01,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Generation Z
Latvia,2013,male,55-74 years,92,188374,48.84,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Boomers
Latvia,2013,male,75+ years,31,48030,64.54,0.833,66.5,42,64.4,50,"30,254,677,297",15820,Silent
Lithuania,2013,female,15-24 years,17,192772,8.82,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Millenials
Lithuania,2013,female,25-34 years,22,182444,12.06,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Millenials
Lithuania,2013,female,35-54 years,75,442140,16.96,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Generation X
Lithuania,2013,female,5-14 years,3,137471,2.18,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Generation Z
Lithuania,2013,female,55-74 years,41,380096,10.79,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Boomers
Lithuania,2013,female,75+ years,40,186711,21.42,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Silent
Lithuania,2013,male,15-24 years,96,203647,47.14,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Millenials
Lithuania,2013,male,25-34 years,121,188010,64.36,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Millenials
Lithuania,2013,male,35-54 years,382,405191,94.28,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Generation X
Lithuania,2013,male,5-14 years,2,144800,1.38,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Generation Z
Lithuania,2013,male,55-74 years,223,265835,83.89,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Boomers
Lithuania,2013,male,75+ years,63,77510,81.28,0.836,72.1,48,64.1,80,"46,417,340,375",16538,Silent
Luxembourg,2013,female,15-24 years,0,32027,0,0.892,74.2,85,39,80,"61,739,352,212",120423,Millenials
Luxembourg,2013,female,25-34 years,2,39688,5.04,0.892,74.2,85,39,80,"61,739,352,212",120423,Millenials
Luxembourg,2013,female,35-54 years,4,82301,4.86,0.892,74.2,85,39,80,"61,739,352,212",120423,Generation X
Luxembourg,2013,female,5-14 years,0,29800,0,0.892,74.2,85,39,80,"61,739,352,212",120423,Generation Z
Luxembourg,2013,female,55-74 years,8,50752,15.76,0.892,74.2,85,39,80,"61,739,352,212",120423,Boomers
Luxembourg,2013,female,75+ years,2,22111,9.05,0.892,74.2,85,39,80,"61,739,352,212",120423,Silent
Luxembourg,2013,male,15-24 years,2,33718,5.93,0.892,74.2,85,39,80,"61,739,352,212",120423,Millenials
Luxembourg,2013,male,25-34 years,0,40174,0,0.892,74.2,85,39,80,"61,739,352,212",120423,Millenials
Luxembourg,2013,male,35-54 years,10,86356,11.58,0.892,74.2,85,39,80,"61,739,352,212",120423,Generation X
Luxembourg,2013,male,5-14 years,0,31425,0,0.892,74.2,85,39,80,"61,739,352,212",120423,Generation Z
Luxembourg,2013,male,55-74 years,9,50291,17.9,0.892,74.2,85,39,80,"61,739,352,212",120423,Boomers
Luxembourg,2013,male,75+ years,3,14046,21.36,0.892,74.2,85,39,80,"61,739,352,212",120423,Silent
Malta,2013,female,15-24 years,0,26698,0,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Millenials
Malta,2013,female,25-34 years,1,29657,3.37,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Millenials
Malta,2013,female,35-54 years,0,54854,0,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Generation X
Malta,2013,female,5-14 years,0,19765,0,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Generation Z
Malta,2013,female,55-74 years,0,52903,0,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Boomers
Malta,2013,female,75+ years,0,18314,0,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Silent
Malta,2013,male,15-24 years,2,28655,6.98,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Millenials
Malta,2013,male,25-34 years,2,32048,6.24,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Millenials
Malta,2013,male,35-54 years,11,56705,19.4,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Generation X
Malta,2013,male,5-14 years,1,20804,4.81,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Generation Z
Malta,2013,male,55-74 years,4,50574,7.91,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Boomers
Malta,2013,male,75+ years,1,11751,8.51,0.856,67.5,56,65.4,60,"10,145,114,180",25191,Silent
Mauritius,2013,female,15-24 years,8,94321,8.48,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Millenials
Mauritius,2013,female,25-34 years,1,89909,1.11,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Millenials
Mauritius,2013,female,35-54 years,3,176180,1.7,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Generation X
Mauritius,2013,female,5-14 years,2,87604,2.28,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Generation Z
Mauritius,2013,female,55-74 years,1,107634,0.93,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Boomers
Mauritius,2013,female,75+ years,0,24625,0,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Silent
Mauritius,2013,male,15-24 years,17,96237,17.66,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Millenials
Mauritius,2013,male,25-34 years,19,91452,20.78,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Millenials
Mauritius,2013,male,35-54 years,33,178200,18.52,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Generation X
Mauritius,2013,male,5-14 years,0,90906,0,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Generation Z
Mauritius,2013,male,55-74 years,12,95695,12.54,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Boomers
Mauritius,2013,male,75+ years,2,14627,13.67,0.772,76.9,51,72.3,70,"12,129,642,296",10572,Silent
Mexico,2013,female,15-24 years,392,11186604,3.5,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Millenials
Mexico,2013,female,25-34 years,212,9885421,2.14,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Millenials
Mexico,2013,female,35-54 years,263,15162201,1.73,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Generation X
Mexico,2013,female,5-14 years,66,11378193,0.58,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Generation Z
Mexico,2013,female,55-74 years,94,6474009,1.45,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Boomers
Mexico,2013,female,75+ years,16,1815829,0.88,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Silent
Mexico,2013,male,15-24 years,1220,11520698,10.59,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Millenials
Mexico,2013,male,25-34 years,1151,10000769,11.51,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Millenials
Mexico,2013,male,35-54 years,1469,14385858,10.21,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Generation X
Mexico,2013,male,5-14 years,102,11898580,0.86,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Generation Z
Mexico,2013,male,55-74 years,565,5999782,9.42,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Boomers
Mexico,2013,male,75+ years,161,1328764,12.12,0.756,67,30,59.7,60,"1,274,443,078,609",11478,Silent
Netherlands,2013,female,15-24 years,46,1009345,4.56,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Millenials
Netherlands,2013,female,25-34 years,46,1014090,4.54,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Millenials
Netherlands,2013,female,35-54 years,209,2394702,8.73,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Generation X
Netherlands,2013,female,5-14 years,3,956989,0.31,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Generation Z
Netherlands,2013,female,55-74 years,186,1922945,9.67,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Boomers
Netherlands,2013,female,75+ years,59,744083,7.93,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Silent
Netherlands,2013,male,15-24 years,93,1044562,8.9,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Millenials
Netherlands,2013,male,25-34 years,137,1024168,13.38,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Millenials
Netherlands,2013,male,35-54 years,555,2410644,23.02,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Generation X
Netherlands,2013,male,5-14 years,4,1002074,0.4,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Generation Z
Netherlands,2013,male,55-74 years,409,1890352,21.64,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Boomers
Netherlands,2013,male,75+ years,109,485554,22.45,0.923,73.5,89,58.6,80,"866,680,000,367",54510,Silent
Norway,2013,female,15-24 years,20,324191,6.17,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Millenials
Norway,2013,female,25-34 years,24,329495,7.28,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Millenials
Norway,2013,female,35-54 years,75,685393,10.94,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Generation X
Norway,2013,female,5-14 years,0,301211,0,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Generation Z
Norway,2013,female,55-74 years,52,522697,9.95,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Boomers
Norway,2013,female,75+ years,5,213383,2.34,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Silent
Norway,2013,male,15-24 years,44,342484,12.85,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Millenials
Norway,2013,male,25-34 years,56,345406,16.21,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Millenials
Norway,2013,male,35-54 years,154,727274,21.17,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Generation X
Norway,2013,male,5-14 years,1,315341,0.32,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Generation Z
Norway,2013,male,55-74 years,92,520439,17.68,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Boomers
Norway,2013,male,75+ years,31,140291,22.1,0.946,70.5,90,44.7,60,"523,502,127,660",109804,Silent
Panama,2013,female,15-24 years,4,321379,1.24,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Millenials
Panama,2013,female,25-34 years,0,294485,0,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Millenials
Panama,2013,female,35-54 years,5,476054,1.05,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Generation X
Panama,2013,female,5-14 years,1,347709,0.29,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Generation Z
Panama,2013,female,55-74 years,2,224667,0.89,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Boomers
Panama,2013,female,75+ years,1,61650,1.62,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Silent
Panama,2013,male,15-24 years,24,331046,7.25,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Millenials
Panama,2013,male,25-34 years,21,300914,6.98,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Millenials
Panama,2013,male,35-54 years,41,474703,8.64,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Generation X
Panama,2013,male,5-14 years,3,361341,0.83,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Generation Z
Panama,2013,male,55-74 years,23,211628,10.87,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Boomers
Panama,2013,male,75+ years,5,51811,9.65,0.776,62.5,33,40.1,70,"45,599,994,000",13189,Silent
Poland,2013,female,15-24 years,63,2339251,2.69,0.85,66,55,62.9,70,"524,234,322,597",14552,Millenials
Poland,2013,female,25-34 years,72,3014277,2.39,0.85,66,55,62.9,70,"524,234,322,597",14552,Millenials
Poland,2013,female,35-54 years,281,5138869,5.47,0.85,66,55,62.9,70,"524,234,322,597",14552,Generation X
